============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[11:42:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20Laboratory%20Schools%20exterior.jpg
[11:42:26]     Saved (element): University of Chicago Laboratory Schools exterior.png
[11:42:26]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:26]     Waiting 3s...
[11:42:29]     [33/37] University of Chicago at Fall.jpg
[11:42:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20at%20Fall.jpg
[11:42:33]     Saved (element): University of Chicago at Fall.png
[11:42:33]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:33]     Waiting 3s...
[11:42:36]     [34/37] University of Chicago campus panorama (2011).jpg
[11:42:36]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20campus%20panorama%20%282011%29.jpg
[11:42:40]     Saved (element): University of Chicago campus panorama (2011).png
[11:42:40]     Crop: 135x102 -> 135x102 (padding=10px)
[11:42:40]     Waiting 3s...
[11:42:43]     [35/37] University of Chicago shield.svg
[11:42:43]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20shield.svg
[11:42:57]     Saved (full page): University of Chicago shield.png
[11:42:57]     Crop: 1920x1080 -> 206x259 (padding=10px)
[11:42:57]     Waiting 3s...
[11:43:00]     [36/37] University of Chicago wordmark.svg
[11:43:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Chicago%20wordmark.svg
[11:43:04]     Saved (element): University of Chicago wordmark.png
[11:43:04]     Crop: 135x102 -> 135x102 (padding=10px)
[11:43:04]     Waiting 3s...
[11:43:07]     [37/37] Wikisource-logo.svg
[11:43:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wikisource-logo.svg
[11:43:20]     Saved (full page): Wikisource-logo.png
[11:43:20]     Crop: 1920x1080 -> 420x440 (padding=10px)
[11:43:20] 
  Saved 37/37 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of chicago

  Progress: [###################################-----] 961/1076 (89%)  total -- just finished: university of chicago

[11:43:20] 
  Waiting 3s before next college...
[11:43:23] 
[This run: 106/162]
[11:43:23] 
==================================================
[11:43:23] COLLEGE: university of cincinnati
[11:43:23] ==================================================
[11:43:23]   Searching API: university of cincinnati
[11:43:24]   Found title: University of Cincinnati
[11:43:26]   API returned 21 usable image filename(s)
[11:43:26]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of cincinnati
[11:43:26]     [1/21] 2008-10-05 05 Cincinnati architecture the University of Cincinnati's CARECrawley Building.jpg
[11:43:26]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/2008-10-05%2005%20Cincinnati%20architecture%20the%20University%20of%20Cincinnati%27s%20CARECrawley%20Building.jpg
[11:43:30]     Saved (element): 2008-10-05 05 Cincinnati architecture the University of Cincinnati's CARECrawley Building.png
[11:43:30]     Crop: 135x102 -> 135x102 (padding=10px)
[11:43:30]     Waiting 3s...
[11:43:33]     [2/21] Aerial-View-of-Campus.jpg
[11:43:33]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Aerial-View-of-Campus.jpg
[11:43:36]     Saved (element): Aerial-View-of-Campus.png
[11:43:36]     Crop: 135x102 -> 135x102 (padding=10px)
[11:43:36]     Waiting 3s...
[11:43:39]     [3/21] Baldwin Hall-College of Engineering and Applied Science.jpg
[11:43:39]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Baldwin%20Hall-College%20of%20Engineering%20and%20Applied%20Science.jpg
[11:43:43]     Saved (element): Baldwin Hall-College of Engineering and Applied Science.png
[11:43:43]     Crop: 135x102 -> 135x102 (padding=10px)
[11:43:43]     Waiting 3s...
[11:43:46]     [4/21] Engineering Research Center UofC 2017.jpg
[11:43:46]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Engineering%20Research%20Center%20UofC%202017.jpg
[11:44:00]     Saved (element): Engineering Research Center UofC 2017.png
[11:44:00]     Crop: 135x102 -> 135x102 (padding=10px)
[11:44:00]     Waiting 3s...
[11:44:03]     [5/21] Flag of Cincinnati, Ohio.svg
[11:44:04]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Cincinnati%2C%20Ohio.svg
[11:44:20]     Saved (element): Flag of Cincinnati, Ohio.png
[11:44:20]     Crop: 135x102 -> 135x102 (padding=10px)
[11:44:20]     Waiting 3s...
[11:44:23]     [6/21] Increase Neutral.svg
[11:44:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Increase%20Neutral.svg
[11:44:37]     Saved (full page): Increase Neutral.png
[11:44:37]     Crop: 1920x1080 -> 356x356 (padding=10px)
[11:44:37]     Waiting 3s...
[11:44:40]     [7/21] McMicken Hall UofC 2017.jpg
[11:44:40]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/McMicken%20Hall%20UofC%202017.jpg
[11:44:44]     Saved (element): McMicken Hall UofC 2017.png
[11:44:44]     Crop: 135x102 -> 135x102 (padding=10px)
[11:44:44]     Waiting 3s...
[11:44:47]     [8/21] Morgens and Scioto Halls UofC 2017.jpg
[11:44:47]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Morgens%20and%20Scioto%20Halls%20UofC%202017.jpg
[11:44:51]     Saved (element): Morgens and Scioto Halls UofC 2017.png
[11:44:51]     Crop: 135x102 -> 135x102 (padding=10px)
[11:44:51]     Waiting 3s...
[11:44:54]     [9/21] Nippert Stadium (16168215261).jpg
[11:44:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Nippert%20Stadium%20%2816168215261%29.jpg
[11:44:58]     Saved (element): Nippert Stadium (16168215261).png
[11:44:58]     Crop: 135x102 -> 135x102 (padding=10px)
[11:44:58]     Waiting 3s...
[11:45:01]     [10/21] Outside 040-edit.jpg
[11:45:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Outside%20040-edit.jpg
[11:45:05]     Saved (element): Outside 040-edit.png
[11:45:05]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:05]     Waiting 3s...
[11:45:08]     [11/21] Pt3 3a.jpg
[11:45:08]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Pt3%203a.jpg
[11:45:12]     Saved (element): Pt3 3a.png
[11:45:12]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:12]     Waiting 3s...
[11:45:15]     [12/21] Sandy Koufax.jpg
[11:45:15]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Sandy%20Koufax.jpg
[11:45:20]     Saved (element): Sandy Koufax.png
[11:45:20]     Crop: 856x1080 -> 856x1080 (padding=10px)
[11:45:20]     Waiting 3s...
[11:45:23]     [13/21] Seal of Cincinnati, Ohio.svg
[11:45:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Seal%20of%20Cincinnati%2C%20Ohio.svg
[11:45:27]     Saved (element): Seal of Cincinnati, Ohio.png
[11:45:27]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:27]     Waiting 3s...
[11:45:30]     [14/21] Tangeman Center UofC 2017.jpg
[11:45:30]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Tangeman%20Center%20UofC%202017.jpg
[11:45:34]     Saved (element): Tangeman Center UofC 2017.png
[11:45:34]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:34]     Waiting 3s...
[11:45:37]     [15/21] UC Langsam Library.jpg
[11:45:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UC%20Langsam%20Library.jpg
[11:45:41]     Saved (element): UC Langsam Library.png
[11:45:41]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:41]     Waiting 3s...
[11:45:44]     [16/21] UC Rec Center 05.jpg
[11:45:44]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/UC%20Rec%20Center%2005.jpg
[11:45:47]     Saved (element): UC Rec Center 05.png
[11:45:47]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:47]     Waiting 3s...
[11:45:50]     [17/21] University of Cincinnati, Ohio c. 1904.jpg
[11:45:50]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Cincinnati%2C%20Ohio%20c.%201904.jpg
[11:45:54]     Saved (element): University of Cincinnati, Ohio c. 1904.png
[11:45:54]     Crop: 135x102 -> 135x102 (padding=10px)
[11:45:54]     Waiting 3s...
[11:45:57]     [18/21] University of Cincinnati logo.svg
[11:45:57]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Cincinnati%20logo.svg
[11:46:11]     Saved (full page): University of Cincinnati logo.png
[11:46:11]     Crop: 1920x1080 -> 117x59 (padding=10px)
[11:46:11]     Waiting 3s...
[11:46:14]     [19/21] University of Cincinnati seal.svg
[11:46:14]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/University%20of%20Cincinnati%20seal.svg
[11:46:20]     Saved (element): University of Cincinnati seal.png
[11:46:20]     Crop: 135x102 -> 135x102 (padding=10px)
[11:46:20]     Waiting 3s...
[11:46:23]     [20/21] VontzCenter.jpg
[11:46:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/VontzCenter.jpg
[11:46:26]     Saved (element): VontzCenter.png
[11:46:26]     Crop: 135x102 -> 135x102 (padding=10px)
[11:46:26]     Waiting 3s...
[11:46:29]     [21/21] Wikisource-logo.svg
[11:46:29]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Wikisource-logo.svg
[11:46:43]     Saved (full page): Wikisource-logo.png
[11:46:43]     Crop: 1920x1080 -> 420x440 (padding=10px)
[11:46:43] 
  Saved 21/21 images -> C:\Users\Boni\Desktop\Projects\alting_img\logos\university of cincinnati

  Progress: [###################################-----] 962/1076 (89%)  total -- just finished: university of cincinnati

[11:46:43] 
  Waiting 3s before next college...
[11:46:46] 
[This run: 107/162]
[11:46:46] 
==================================================
[11:46:46] COLLEGE: university of colorado at boulder
[11:46:46] ==================================================
[11:46:46]   Searching API: university of colorado at boulder
[11:46:47]   Found title: University of Colorado Boulder
[11:46:49]   API returned 39 usable image filename(s)
[11:46:49]   Saving to: C:\Users\Boni\Desktop\Projects\alting_img\logos\university of colorado at boulder
[11:46:49]     [1/39] 2016 US Olympic Track and Field Trials 2555 (27641171904).jpg
[11:46:49]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/2016%20US%20Olympic%20Track%20and%20Field%20Trials%202555%20%2827641171904%29.jpg
[11:46:53]     Saved (element): 2016 US Olympic Track and Field Trials 2555 (27641171904).png
[11:46:53]     Crop: 135x102 -> 135x102 (padding=10px)
[11:46:53]     Waiting 3s...
[11:46:56]     [2/39] Billups coach (cropped).jpg
[11:46:56]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Billups%20coach%20%28cropped%29.jpg
[11:47:00]     Saved (element): Billups coach (cropped).png
[11:47:00]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:00]     Waiting 3s...
[11:47:03]     [3/39] CU boulder campus.jpg
[11:47:03]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/CU%20boulder%20campus.jpg
[11:47:06]     Saved (element): CU boulder campus.png
[11:47:06]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:07]     Waiting 3s...
[11:47:10]     [4/39] Colorado Buffaloes wordmark.svg
[11:47:10]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Colorado%20Buffaloes%20wordmark.svg
[11:47:13]     Saved (element): Colorado Buffaloes wordmark.png
[11:47:13]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:13]     Waiting 3s...
[11:47:16]     [5/39] Dr. Justin Schwartz.jpg
[11:47:16]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Dr.%20Justin%20Schwartz.jpg
[11:47:20]     Saved (element): Dr. Justin Schwartz.png
[11:47:20]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:20]     Waiting 3s...
[11:47:23]     [6/39] Edit-clear.svg
[11:47:23]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Edit-clear.svg
[11:47:37]     Saved (full page): Edit-clear.png
[11:47:37]     Crop: 1920x1080 -> 58x57 (padding=10px)
[11:47:37]     Waiting 3s...
[11:47:41]     [7/39] Ellison Shoji Onizuka (NASA).jpg
[11:47:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Ellison%20Shoji%20Onizuka%20%28NASA%29.jpg
[11:47:45]     Saved (element): Ellison Shoji Onizuka (NASA).png
[11:47:45]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:45]     Waiting 3s...
[11:47:48]     [8/39] Engineeringcenterjpeg-2.jpg
[11:47:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Engineeringcenterjpeg-2.jpg
[11:47:52]     Saved (element): Engineeringcenterjpeg-2.png
[11:47:52]     Crop: 135x102 -> 135x102 (padding=10px)
[11:47:52]     Waiting 3s...
[11:47:55]     [9/39] Flag of Colorado.svg
[11:47:55]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20Colorado.svg
[11:48:09]     Saved (full page): Flag of Colorado.png
[11:48:09]     Crop: 1920x1080 -> 1810x1080 (padding=10px)
[11:48:09]     Waiting 3s...
[11:48:12]     [10/39] Flag of the United States.svg
[11:48:12]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Flag%20of%20the%20United%20States.svg
[11:48:25]     Saved (full page): Flag of the United States.png
[11:48:25]     Crop: 1920x1080 -> 1245x660 (padding=10px)
[11:48:25]     Waiting 3s...
[11:48:28]     [11/39] Folsom Field panorama from club level seats 2007.jpg
[11:48:28]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Folsom%20Field%20panorama%20from%20club%20level%20seats%202007.jpg
[11:48:32]     Saved (element): Folsom Field panorama from club level seats 2007.png
[11:48:32]     Crop: 135x102 -> 135x102 (padding=10px)
[11:48:32]     Waiting 3s...
[11:48:35]     [12/39] Increase Neutral.svg
[11:48:35]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Increase%20Neutral.svg
[11:48:49]     Saved (full page): Increase Neutral.png
[11:48:49]     Crop: 1920x1080 -> 356x356 (padding=10px)
[11:48:49]     Waiting 3s...
[11:48:52]     [13/39] Jack Swigert.jpg
[11:48:52]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jack%20Swigert.jpg
[11:48:57]     Saved (element): Jack Swigert.png
[11:48:57]     Crop: 135x102 -> 135x102 (padding=10px)
[11:48:57]     Waiting 3s...
[11:49:00]     [14/39] Jean Stafford in 1941 (cropped).jpg
[11:49:00]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jean%20Stafford%20in%201941%20%28cropped%29.jpg
[11:49:03]     Saved (element): Jean Stafford in 1941 (cropped).png
[11:49:03]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:03]     Waiting 3s...
[11:49:06]     [15/39] Jonah Hill-4939 (cropped) (cropped).jpg
[11:49:06]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Jonah%20Hill-4939%20%28cropped%29%20%28cropped%29.jpg
[11:49:10]     Saved (element): Jonah Hill-4939 (cropped) (cropped).png
[11:49:10]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:10]     Waiting 3s...
[11:49:13]     [16/39] Kalpana Chawla, NASA photo portrait in orange suit.jpg
[11:49:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Kalpana%20Chawla%2C%20NASA%20photo%20portrait%20in%20orange%20suit.jpg
[11:49:17]     Saved (element): Kalpana Chawla, NASA photo portrait in orange suit.png
[11:49:17]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:17]     Waiting 3s...
[11:49:20]     [17/39] Lynne Cheney official photo.jpg
[11:49:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Lynne%20Cheney%20official%20photo.jpg
[11:49:24]     Saved (element): Lynne Cheney official photo.png
[11:49:24]     Crop: 678x906 -> 678x906 (padding=10px)
[11:49:24]     Waiting 3s...
[11:49:27]     [18/39] Mackey Auditorium - Colorado.jpg
[11:49:27]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mackey%20Auditorium%20-%20Colorado.jpg
[11:49:31]     Saved (element): Mackey Auditorium - Colorado.png
[11:49:31]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:31]     Waiting 3s...
[11:49:34]     [19/39] Mary Frances Berry at the Kennedy Space Center.jpg
[11:49:34]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mary%20Frances%20Berry%20at%20the%20Kennedy%20Space%20Center.jpg
[11:49:38]     Saved (element): Mary Frances Berry at the Kennedy Space Center.png
[11:49:38]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:38]     Waiting 3s...
[11:49:41]     [20/39] Mary Rippon Theatre.jpg
[11:49:41]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Mary%20Rippon%20Theatre.jpg
[11:49:44]     Saved (element): Mary Rippon Theatre.png
[11:49:44]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:44]     Waiting 3s...
[11:49:48]     [21/39] Matt Stone by Gage Skidmore.jpg
[11:49:48]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Matt%20Stone%20by%20Gage%20Skidmore.jpg
[11:49:51]     Saved (element): Matt Stone by Gage Skidmore.png
[11:49:51]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:51]     Waiting 3s...
[11:49:54]     [22/39] Norlin Library.jpg
[11:49:54]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Norlin%20Library.jpg
[11:49:58]     Saved (element): Norlin Library.png
[11:49:58]     Crop: 135x102 -> 135x102 (padding=10px)
[11:49:58]     Waiting 3s...
[11:50:01]     [23/39] Old Main - Colorado.jpg
[11:50:01]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Old%20Main%20-%20Colorado.jpg
[11:50:04]     Saved (element): Old Main - Colorado.png
[11:50:04]     Crop: 135x102 -> 135x102 (padding=10px)
[11:50:04]     Waiting 3s...
[11:50:07]     [24/39] PetersonFormalPortrait.jpg
[11:50:07]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/PetersonFormalPortrait.jpg
[11:50:10]     Saved (element): PetersonFormalPortrait.png
[11:50:10]     Crop: 135x102 -> 135x102 (padding=10px)
[11:50:10]     Waiting 3s...
[11:50:13]     [25/39] Phil DiStefano (November 2019).jpg
[11:50:13]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Phil%20DiStefano%20%28November%202019%29.jpg
[11:50:17]     Saved (element): Phil DiStefano (November 2019).png
[11:50:17]     Crop: 135x102 -> 135x102 (padding=10px)
[11:50:17]     Waiting 3s...
[11:50:20]     [26/39] Question book-new.svg
[11:50:20]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Question%20book-new.svg
[11:50:34]     Saved (full page): Question book-new.png
[11:50:34]     Crop: 1920x1080 -> 1349x1056 (padding=10px)
[11:50:34]     Waiting 3s...
[11:50:37]     [27/39] Robert Redford (cropped).jpg
[11:50:37]     Opening: https://en.wikipedia.org/wiki/Special:FilePath/Robert%20Redford%20%28cropped%29.jpg
[11:50:41]     Saved (element): Robert Redford (cropped).png
[11:50:41]     Crop: 135x102 -> 135x102 (padding=10px)
[11:50:41]     Waiting 3s...
[11:50:44]     [28/39] Scott Carpenter in 1962.jpg
